Rank,Name,Keywords,Corr,pvalue,Signedcorrvalue,ID
246,EN_Randomize_dyndist_swss5_1fexprmse,"entropy,slow,stationarity",0.599,1.9007894232162308e-98,-0.599,2983
247,PH_Walker_momentum_2_res_runstest,trend,0.599,2.0514719674421118e-98,-0.599,2715
248,PH_Walker_prop_11_res_runstest,trend,0.597,1.0137843854755324e-97,-0.597,2655
249,EN_Randomize_statdist_swss5_1fexprmse,"entropy,slow,stationarity",0.596,4.3656541744380006e-97,-0.596,2920
250,CO_AddNoise_1_std1_10_pdec,"correlation,AMI,entropy",0.596,2.5954242964600323e-97,0.596,1222
251,WL_cwt_sym2_32_max_ssc,"wavelet,cwt",0.595,5.642557932999516e-97,-0.595,6458
252,EN_Randomize_permute_xc1fexpr2,"entropy,slow",0.593,5.79481918527945e-96,0.593,2994
253,PH_Walker_biasprop_05_01_res_runstest,trend,0.593,4.342787929578072e-96,-0.593,2675
254,PH_Walker_prop_09_res_runstest,trend,0.588,6.447219671757173e-94,-0.588,2635
255,HT_DistributionTest_ks_norm,"hypothesistest,distribution,ks,raw",0.587,1.4226955208485696e-93,-0.587,1010
256,CP_l1pwc_sweep_lambda_0_005_095_bestrmserrpseg,stepdetection,0.586,2.1702546806503446e-93,-0.586,7641
257,NL_TSTL_ReturnTime_005_1_005_n1_1_3_pzeros,"nonlinear,tstool",0.586,3.0658777667536934e-93,-0.586,5612
258,CO_AddNoise_ac_quantiles_10_fitexprmse,"correlation,AMI,entropy",0.586,3.5962064599443073e-93,-0.586,1179
259,EN_Randomize_permute_xcn1fexpr2,"entropy,slow",0.585,1.0909685173760813e-92,0.585,2988
260,MF_GARCHfit_ar_P1_Q1_ARCHerr_1,model,0.584,1.273703259233957e-92,-0.584,7368
261,DN_SimpleFit_sin3_resruns,model,0.584,1.9975187652500785e-92,-0.584,3944
262,FC_LocalSimple_lfit2_swm,forecasting,0.584,1.1884960541114632e-92,-0.584,3152
263,CO_StickAngles_y_statav5_p_m,"correlation,stationarity",0.584,2.613180733245575e-92,-0.584,1935
264,SP_Summaries_pgram_hamm_fpoly2csS_p2,FourierSpectrum,0.583,4.367288786862748e-92,0.583,4365
265,DN_SimpleFit_sin2_resruns,model,0.583,5.7762113632739274e-92,-0.583,3940
266,EN_Randomize_statdist_xc1fexpr2,"entropy,slow",0.583,4.732452394637133e-92,0.583,2868
267,CP_ML_StepDetect_l1pwc_005_medianstepint,stepdetection,0.582,1.3540707982482014e-91,-0.582,7621
268,MF_CompareTestSets_y_ss_2_uniform_25_01_1_meandiffs_mean,"model,prediction,stationarity",0.582,1.0198331670600994e-91,-0.582,7062
269,PH_ForcePotential_sine_10_004_10_ac50,dynamicalSystem,0.582,1.455810787029609e-91,0.582,1684
270,WL_cwt_db3_32_max_ssc,"wavelet,cwt",0.581,3.3157086394289293e-91,-0.581,6432
271,EN_Randomize_statdist_xcn1fexpr2,"entropy,slow",0.581,1.9882651564402178e-91,0.581,2862
272,PH_Walker_prop_01_res_runstest,trend,0.581,1.7919832706088511e-91,-0.581,2595
273,MF_GARCHfit_ar_P1_Q2_stde_normp,model,0.580,8.051255173162534e-91,-0.580,7472
274,EN_Randomize_dyndist_xc1fexpr2,"entropy,slow",0.580,3.9944125145390107e-91,0.580,2931
275,MF_GARCHfit_ar_P1_Q1_stde_normp,model,0.579,1.6001882315166902e-90,-0.579,7415
276,MF_CompareTestSets_y_ss_2_uniform_25_01_1_meandiffs_std,"model,prediction,stationarity",0.579,2.109656813798735e-90,-0.579,7064
277,CO_StickAngles_y_statav4_n_m,"correlation,stationarity",0.579,1.6597617183528906e-90,-0.579,1931
278,EN_CID_minCE1,"entropy,distribution",0.579,1.3535663071433457e-90,-0.579,872
279,MF_CompareTestSets_y_ss_2_uniform_25_01_1_meandiffs_median,"model,prediction,stationarity",0.578,2.8030563564839706e-90,-0.578,7063
280,DN_SimpleFit_sin1_resruns,model,0.578,3.2822190416958165e-90,-0.578,3936
281,CO_Embed2_Shapes_tau_circle_01_mode,"correlation,embedding",0.578,2.2794803275160175e-90,0.578,2034
282,MF_StateSpace_n4sid_2_05_1_x0mod,model,0.577,9.706346028462492e-90,-0.577,7119
283,SY_VarRatioTest_2_0_pValue,"vratiotest,pvalue",0.576,2.4075186411575688e-89,-0.576,7505
284,HT_DistributionTest_chi2uni25,"hypothesistest,distribution,raw",0.576,2.767644667042925e-89,-0.576,977
285,CP_ML_StepDetect_l1pwc_005_minstepint,"stepdetection,lengthdep",0.575,3.387943918501959e-89,-0.575,7620
286,TSTL_localdensity_5_40_1_3_medianden,"nonlinear,tstool",0.574,3.2604266948754595e-88,-0.574,5366
287,PH_ForcePotential_sine_1_1_1_ac10,dynamicalSystem,0.573,2.0023626944618262e-88,0.573,1672
288,CO_AddNoise_1_even_10_fitexpr2,"correlation,AMI,entropy",0.571,1.2845478574984522e-87,0.571,1197
289,EN_Randomize_dyndist_xcn1fexpr2,"entropy,slow",0.569,5.575577549946692e-87,0.569,2925
290,TSTL_localdensity_5_40_1_3_minden,"nonlinear,tstool",0.568,5.615589099814985e-86,-0.568,5360
291,CO_AddNoise_1_std1_10_fitexpb,"correlation,AMI,entropy",0.567,4.1796405451332185e-86,-0.567,1234
292,HT_DistributionTest_chi2uni50,"hypothesistest,distribution,raw",0.567,9.739326880101005e-86,-0.567,978
293,runstest,"hypothesistest,randomness,raw",0.567,4.707048296710534e-86,-0.567,959
294,MF_CompareTestSets_y_ar_4_rand_25_01_1_meandiffs_mean,"model,prediction,stationarity",0.566,1.1821084853702492e-85,-0.566,7002
295,CO_AddNoise_ac_quantiles_10_fitexpr2,"correlation,AMI,entropy",0.566,9.001034392791898e-86,0.566,1178
296,MF_CompareTestSets_y_ar_best_uniform_25_01_1_meandiffs_mean,"model,prediction,arfit,stationarity",0.564,4.813361854331568e-85,-0.564,7022
297,MF_CompareTestSets_y_ar_4_rand_25_01_1_meandiffs_median,"model,prediction,stationarity",0.564,4.679358171835825e-85,-0.564,7003
298,CO_StickAngles_y_statav4_p_m,"correlation,stationarity",0.564,7.239494783802407e-85,-0.564,1929
299,MF_armax_1_1_05_1_maxdc,model,0.563,8.425896069609962e-85,-0.563,7263
300,MF_CompareTestSets_y_ss_best_uniform_25_01_1_meandiffs_mean,"model,prediction,stationarity",0.563,1.5618257419296764e-84,-0.563,7042
301,MF_CompareTestSets_y_ar_4_rand_25_01_1_meandiffs_std,"model,prediction,stationarity",0.562,3.5059772055383853e-84,-0.562,7004
302,EN_rpde_3_ac_H,entropy,0.562,1.824151438232414e-84,0.562,865
303,PH_Walker_runningvar_15_50_res_runstest,trend,0.561,4.1165183830054967e-84,-0.561,2755
304,MF_CompareTestSets_y_ss_2_uniform_25_01_1_meandiffs_iqr,"model,prediction,stationarity",0.560,1.0819443993021472e-83,-0.560,7065
305,MF_CompareTestSets_y_ss_best_uniform_25_01_1_meandiffs_std,"model,prediction,stationarity",0.560,1.4529745091387193e-83,-0.560,7044
306,WL_coeffs_db3_4_wb75m,wavelet,0.560,1.5664478782616434e-83,-0.560,6523
307,CO_TranslateShape_rectangle_2_pts_statav4_s,"correlation,stationarity",0.559,2.0126706357836996e-83,-0.559,1902
308,EN_rpde_3_1_H,entropy,0.559,2.3010899745533246e-83,0.559,860
309,MF_CompareTestSets_y_ar_best_uniform_25_01_1_meandiffs_std,"model,prediction,arfit,stationarity",0.558,9.688663103417468e-83,-0.558,7024
310,PH_ForcePotential_sine_1_1_1_ac1,dynamicalSystem,0.558,5.051252489323132e-83,0.558,1671
311,MF_CompareTestSets_y_ar_best_uniform_25_01_1_meandiffs_median,"model,prediction,arfit,stationarity",0.557,1.2386287937606799e-82,-0.557,7023
312,HT_DistributionTest_chi2uni10,"hypothesistest,distribution,raw",0.557,1.138861606377298e-82,-0.557,976
313,SY_VarRatioTest_4_0_pValue,"vratiotest,pvalue",0.556,2.573542755203164e-82,-0.556,7509
314,MF_CompareTestSets_y_ss_best_uniform_25_01_1_meandiffs_median,"model,prediction,stationarity",0.556,2.6211495283124998e-82,-0.556,7043
315,SB_TransitionpAlphabet_40_1_symd_a,"symbolic,transitionmat",0.556,2.3248028202725628e-82,-0.556,1463
316,NL_TSTL_ReturnTime_5_1_40_n1_1_8_hhist,"nonlinear,tstool",0.555,9.65709977496499e-82,0.555,5604
317,SP_Summaries_pgram_hamm_tau,FourierSpectrum,0.555,1.0005434094853254e-81,0.555,4353
318,SY_SlidingWindow_sampen_sampen10_2,stationarity,0.554,1.6004748638389322e-81,-0.554,640
319,FC_LocalSimple_median7_swm,forecasting,0.553,3.2099874610294965e-81,-0.553,3143
320,CO_StickAngles_y_statav3_n_m,"correlation,stationarity",0.553,4.997094465863128e-81,-0.553,1925
321,HT_DistributionTest_chi2beta10,"hypothesistest,distribution,raw",0.551,3.514562415164722e-80,-0.551,981
322,MF_StateSpace_n4sid_3_05_1_normp,model,0.550,2.9204351729554824e-80,-0.550,7192
323,HT_DistributionTest_chi2beta25,"hypothesistest,distribution,raw",0.550,4.55046699987917e-80,-0.550,982
324,HT_DistributionTest_chi2beta50,"hypothesistest,distribution,raw",0.549,7.545556433231567e-80,-0.549,983
325,TSTL_localdensity_5_40_1_3_iqrden,"nonlinear,tstool",0.548,9.051406889527403e-79,-0.548,5362
326,NL_TSTL_dimensions_50_ac_fnnmar_scr_bc_m2_pgone,"nonlinear,tstool,scaling,dimension",0.548,2.8863744449676064e-77,-0.548,5220
327,CP_ML_StepDetect_l1pwc_10_meanstepintgt3,stepdetection,0.547,5.986347333637039e-79,-0.547,7604
328,ST_FitPolynomial_1,trend,0.547,3.187296844234469e-79,0.547,1049
329,MF_StateSpace_n4sid_1_05_1_normp,model,0.546,7.873517698958049e-79,-0.546,7109
330,MF_CompareTestSets_y_ar_4_rand_25_01_1_meandiffs_iqr,"model,prediction,stationarity",0.545,1.9014051494896995e-78,-0.545,7005
331,SY_SlidingWindow_lil_s10_10,stationarity,0.545,2.508013293075174e-78,-0.545,705
332,MF_arfit_1_8_sbc_aerr_mean,"modelfit,arfit",0.544,4.436166618380714e-78,-0.544,6622
333,MF_armax_1_1_05_1_normp,model,0.542,1.5325982199020907e-77,-0.542,7291
334,WL_coeffs_db3_3_wb75m,wavelet,0.542,2.2747946076543462e-77,-0.542,6513
335,MF_ExpSmoothing_05_best_normp,model,0.541,3.264284832613877e-77,-0.541,7362
336,CO_AddNoise_1_even_10_ami_at_15,"correlation,AMI,entropy",0.541,4.622927835280554e-77,-0.541,1193
337,HT_DistributionTest_ks_uni,"hypothesistest,distribution,ks,raw",0.541,2.9136382157328215e-77,-0.541,1012
338,SY_SlidingWindow_sampen_ent10_10,stationarity,0.541,3.083582433988056e-77,-0.541,650
339,MF_StateSpace_n4sid_2_05_1_normp,model,0.540,6.6980914627407796e-77,-0.540,7147
340,MF_GARCHfit_ar_P1_Q2_stde_acsnd0,model,0.539,1.7373184705367582e-76,0.539,7465
341,CO_StickAngles_y_statav3_p_m,"correlation,stationarity",0.539,3.220436761916397e-76,-0.539,1923
342,HT_DistributionTest_chi2uni5,"hypothesistest,distribution,raw",0.539,1.440438552197088e-76,-0.539,975
343,SY_SlidingWindow_lil_s10_2,stationarity,0.539,2.6998176908489418e-76,-0.539,704
344,MF_GARCHfit_ar_P1_Q1_stde_acsnd0,model,0.538,3.14377712508483e-76,0.538,7408
345,MF_CompareTestSets_y_ss_best_uniform_25_01_1_meandiffs_iqr,"model,prediction,stationarity",0.538,3.26756215439016e-76,-0.538,7045
346,MF_CompareTestSets_y_ar_best_uniform_25_01_1_meandiffs_iqr,"model,prediction,arfit,stationarity",0.538,3.350796568138444e-76,-0.538,7025
347,SY_SlidingWindow_sampen_sampen5_10,stationarity,0.538,4.862753228015926e-76,-0.538,638
348,MF_CompareTestSets_y_ss_2_uniform_25_01_1_stdrats_iqr,"model,prediction,stationarity",0.537,1.004847300972162e-75,-0.537,7069
349,SY_SlidingWindow_sampen_ent10_2,stationarity,0.537,1.1868814961631456e-75,-0.537,649
350,CO_AddNoise_ac_even_10_fitexpr2,"correlation,AMI,entropy",0.536,1.39817850333207e-75,0.536,1216
351,EN_Randomize_permute_sampen2_015fexpr2,"entropy,slow",0.535,4.700938241042633e-75,0.535,3031
352,NW_VisibilityGraph_norm_dexpk_resruns,"network,visibilityGraph",0.535,3.4414905876420335e-75,-0.535,2112
353,SY_SlidingWindow_lil_s10_1,stationarity,0.535,3.966457302173155e-75,-0.535,703
354,MF_ExpSmoothing_05_best_acsnd0,model,0.534,9.126717894444065e-75,0.534,7354
355,FC_LocalSimple_median3_swm,forecasting,0.534,6.48267579383421e-75,-0.534,3123
356,MF_armax_3_1_05_1_normp,model,0.533,1.7749897433834256e-74,-0.533,7259
357,NL_TSTL_ReturnTime_005_1_005_n1_1_3_phisthistmin,"nonlinear,tstool",0.532,5.075013623713974e-74,-0.532,5626
358,FC_LocalSimple_median5_swm,forecasting,0.532,4.715775092329666e-74,-0.532,3133
359,MF_CompareTestSets_y_ss_2_uniform_25_01_1_stdrats_std,"model,prediction,stationarity",0.531,5.639379624273348e-74,-0.531,7068
360,NW_VisibilityGraph_norm_dpowerk_rmse,"network,visibilityGraph",0.531,7.111868564766302e-74,0.531,2114
361,SY_VarRatioTest_24682468_00001111_meanpValue,"vratiotest,pvalue",0.530,1.5568473249888345e-73,-0.530,7516
362,SY_VarRatioTest_24682468_00001111_maxpValue,"vratiotest,pvalue",0.529,2.3715085871225387e-73,-0.529,7514
363,SY_SlidingWindow_sampen_ent10_1,stationarity,0.529,3.2259394783509534e-73,-0.529,648
364,MF_ExpSmoothing_05_best_ac1n,model,0.528,7.043939202770818e-73,0.528,7350
365,MF_armax_2_2_05_1_normp,model,0.528,5.4664769516766025e-73,-0.528,7325
366,MF_GARCHfit_ar_P1_Q2_stde_ac1n,model,0.527,1.1068257115080359e-72,0.527,7461
367,EN_Randomize_dyndist_sampen2_015fexpr2,"entropy,slow",0.527,1.481040404236591e-72,0.527,2968
368,SY_SlidingWindow_lil_sampen10_10,stationarity,0.527,1.3790850216440377e-72,-0.527,710
369,SY_DynWin_stdsampen2_015,stationarity,0.526,1.0443388664081408e-70,-0.526,2133
370,CO_AddNoise_ac_quantiles_10_ami_at_5,"correlation,AMI,entropy",0.526,3.836788967022398e-72,-0.526,1172
371,NW_VisibilityGraph_horiz_meank,"network,visibilityGraph",0.524,1.6363646581222272e-71,0.524,2054
372,CO_AddNoise_ac_even_10_fitexprmse,"correlation,AMI,entropy",0.524,1.251904328975894e-71,-0.524,1217
373,NL_TSTL_dimensions_50_ac_fnnmar_bc_lfitb2,"nonlinear,tstool,scaling,dimension",0.523,2.9957423495108135e-69,0.523,5178
374,FC_LocalSimple_mean4_swm,forecasting,0.522,4.394405811917499e-71,-0.522,3082
375,EN_Randomize_permute_ac2fexpr2,"entropy,slow",0.522,4.786833186697419e-71,0.522,3012
376,PH_ForcePotential_sine_10_004_10_ac1,dynamicalSystem,0.521,8.89077994791185e-71,0.521,1682
377,PH_ForcePotential_sine_3_05_1_tau,dynamicalSystem,0.521,1.0426621922608852e-70,0.521,1663
378,MF_GARCHfit_ar_P1_Q1_stde_ac1n,model,0.520,2.0037075946800688e-70,0.520,7404
379,MF_armax_3_1_05_1_maxda,model,0.519,3.481917796401567e-70,-0.519,7230
380,NL_TISEAN_fnn_1_10_005_nHood2_2,"nonlinear,dimension,tisean",0.518,7.563474648074507e-69,-0.518,4812
381,NW_VisibilityGraph_horiz_entropy,"network,visibilityGraph",0.517,2.457307305316737e-69,-0.517,2085
382,SY_SlidingWindow_sampen_s10_10,stationarity,0.516,4.882521743495476e-69,-0.516,636
383,EN_Randomize_statdist_ac2fexpr2,"entropy,slow",0.515,6.809974276286684e-69,0.515,2886
384,SY_SlidingWindow_lil_sampen10_2,stationarity,0.514,1.2328001150834089e-68,-0.514,709
385,MF_GP_FitAcross_covSEiso_covNoise_20_mlikelihood,"model,GaussianProcess",0.513,2.9522478342644226e-68,0.513,6412
386,FC_LoopLocalSimple_mean_sws_fexp_rmse,forecasting,0.513,3.903304977367763e-68,-0.513,3109
387,SY_SlidingWindow_sampen_s10_2,stationarity,0.512,7.952978876570897e-68,-0.512,635
388,MF_armax_3_1_05_1_maxonmean,model,0.511,1.1592218211790257e-67,0.511,7238
389,EN_Randomize_dyndist_ac2fexpr2,"entropy,slow",0.511,1.0880330287158178e-67,0.511,2949
390,EN_Randomize_statdist_sampen2_015fexpr2,"entropy,slow",0.511,1.5156160970581148e-67,0.511,2905
391,CO_AddNoise_1_std1_10_fitexprmse,"correlation,AMI,entropy",0.511,1.0420923362211154e-67,-0.511,1236
392,CO_AddNoise_1_std1_10_ami_at_10,"correlation,AMI,entropy",0.511,1.0369214149173006e-67,-0.511,1230
393,FC_LocalSimple_mean3_swm,forecasting,0.510,2.202139099735828e-67,-0.510,3072
394,CO_TranslateShape_rectangle_2_pts_statav3_s,"correlation,stationarity",0.510,2.0448387349937504e-67,-0.510,1900
395,MF_GARCHfit_ar_P1_Q1_GARCHerr_1,model,0.509,1.379099156928214e-66,-0.509,7366
396,WL_coeffs_db3_max_wb90m,wavelet,0.509,4.72380621339774e-67,-0.509,6542
397,CO_AddNoise_ac_std1_10_firstUnder25,"correlation,AMI,entropy",0.509,5.99363266912223e-67,-0.509,1247
398,DN_OutlierInclude_n_001_stdrflb,"distribution,outliers",0.507,2.6692647903133155e-66,0.507,3367
399,SY_SlidingWindow_lil_s5_2,stationarity,0.507,1.5206943719191173e-66,-0.507,701
400,SY_TISEAN_nstat_z_5_1_3_trace,"nonlinear,tisean,model,stationarity",0.505,1.0668658399281938e-65,-0.505,4864
401,RM_ami_0,"information,correlation,AMI",0.505,1.002158112516699e-65,0.505,193
402,CP_ML_StepDetect_l1pwc_02_rmsoffpstep,stepdetection,0.504,1.2894933843539644e-65,-0.504,7625
403,NL_TSTL_dimensions_50_ac_fnnmar_bc_lfitb3,"nonlinear,tstool,scaling,dimension",0.504,1.1336438854362796e-63,0.504,5179
404,SY_SlidingWindow_sampen_s10_1,stationarity,0.503,3.337293894792804e-65,-0.503,634
405,SC_FluctAnal_2_nothing_50_logi_alpha,scaling,0.502,7.673193982577345e-65,-0.502,3946
406,PH_ForcePotential_sine_10_004_10_finaldev,dynamicalSystem,0.502,4.32367614268777e-65,0.502,1686
407,SY_SlidingWindow_lil_s5_1,stationarity,0.502,6.653352689845035e-65,-0.502,700
408,NL_TSTL_dimensions_50_ac_fnnmar_bc_meanscalingexp,"nonlinear,tstool,scaling,dimension",0.501,7.598807930397481e-63,0.501,5281
409,MF_armax_1_1_05_1_maxda,model,0.500,3.059517198292924e-64,-0.500,7262
410,MF_CompareTestSets_y_ss_best_uniform_25_01_1_stdrats_iqr,"model,prediction,stationarity",0.500,2.6608255356669514e-64,-0.500,7049
411,MF_CompareTestSets_y_ss_best_uniform_25_01_1_stdrats_std,"model,prediction,stationarity",0.498,9.637775301406439e-64,-0.498,7048
412,SP_Summaries_pgram_hamm_numPromPeaks_2,FourierSpectrum,0.498,9.062541377731081e-64,0.498,4324
413,FC_LocalSimple_mean2_swm,forecasting,0.498,6.613071405367213e-64,-0.498,3062
414,CO_AddNoise_ac_std1_10_fitexpb,"correlation,AMI,entropy",0.498,9.79236351582188e-64,-0.498,1253
415,MF_ExpSmoothing_05_best_maxonmean,model,0.497,1.7575066225565186e-63,0.497,7341
416,MF_CompareTestSets_y_ar_4_rand_25_01_1_stdrats_iqr,"model,prediction,stationarity",0.496,3.485875633718758e-63,-0.496,7009
417,CO_AddNoise_1_std1_10_firstUnder25,"correlation,AMI,entropy",0.495,4.7968203516121433e-63,-0.495,1228
418,MF_armax_1_1_05_1_acsnd0,model,0.494,1.0637382705651006e-62,0.494,7283
419,EN_Randomize_statdist_ac3fexpr2,"entropy,slow",0.492,5.461619595216981e-62,0.492,2892
420,SY_TISEAN_nstat_z_5_1_3_median,"nonlinear,tisean,model,stationarity",0.491,1.5662203718470247e-61,-0.491,4866
421,SY_DynWin_stdsampen1_015,stationarity,0.491,7.966531056455625e-62,-0.491,2132
422,CO_AddNoise_ac_quantiles_10_fitexpb,"correlation,AMI,entropy",0.491,1.0674006731404477e-61,-0.491,1177
423,EN_rpde_3_1_maxRPD,entropy,0.491,8.440230886040014e-62,0.491,864
424,EN_Randomize_dyndist_ac3fexpr2,"entropy,slow",0.487,1.020718860181927e-60,0.487,2955
425,NL_TSTL_LargestLyap_n1_01_001_3_mi_fnnmar_to095max,"nonlinear,tstool",0.486,6.474198424878014e-60,0.486,5527
426,SY_TISEAN_nstat_z_4_1_3_trace,"nonlinear,tisean,model,stationarity",0.486,2.7718836954443413e-60,-0.486,4837
427,SP_Summaries_fft_numPromPeaks_2,FourierSpectrum,0.486,1.9038884755401832e-60,0.486,4572
428,SP_Summaries_welch_rect_numPromPeaks_2,FourierSpectrum,0.486,2.571236728611551e-60,0.486,4448
429,CO_AddNoise_1_quantiles_10_fitexpb,"correlation,AMI,entropy",0.486,2.837380730785536e-60,-0.486,1158
430,ST_FitPolynomial_2,trend,0.486,2.4822244080516735e-60,0.486,1050
431,EN_Randomize_permute_ac3fexpr2,"entropy,slow",0.485,4.075703758585114e-60,0.485,3018
432,SY_DynWin_stdac2,stationarity,0.485,5.289818406967361e-60,-0.485,2135
433,PH_ForcePotential_sine_3_05_1_ac50,dynamicalSystem,0.484,8.059388118788041e-60,0.484,1662
434,MF_armax_3_1_05_1_sbc1,model,0.483,1.3064275615116125e-59,-0.483,7257
435,MF_StateSpace_n4sid_1_05_1_acsnd0,model,0.483,1.6984769459803375e-59,0.483,7101
436,MF_CompareTestSets_y_ar_4_rand_25_01_1_stdrats_std,"model,prediction,stationarity",0.483,1.6629747745050408e-59,-0.483,7008
437,NL_MS_nlpe_fnn_mi_acsnd0,"nonlinear,prediction,model,slow",0.483,3.184623588338003e-59,0.483,6732
438,WL_coeffs_db3_5_wb50m,wavelet,0.482,2.0543117689362293e-59,-0.482,6534
439,SY_SlidingWindow_lil_sampen10_1,stationarity,0.482,2.7999202224002154e-59,-0.482,708
440,SY_TISEAN_nstat_z_4_1_3_median,"nonlinear,tisean,model,stationarity",0.481,4.510545208379369e-59,-0.481,4839
441,NW_VisibilityGraph_norm_dexpk_rmse,"network,visibilityGraph",0.481,4.214280965949891e-59,0.481,2109
442,CO_TranslateShape_rectangle_2_pts_statav4_m,"correlation,stationarity",0.481,3.7448185293910192e-59,-0.481,1901
443,MF_CompareTestSets_y_ss_best_uniform_25_01_1_ac1s_std,"model,prediction,stationarity",0.480,7.98449281394238e-59,-0.480,7040
444,SY_SlidingWindow_sampen_ent5_10,stationarity,0.480,9.082788028600498e-59,-0.480,647
445,NL_TSTL_dimensions_50_ac_fnnmar_bc_lfitmeansqdev3,"nonlinear,tstool,scaling,dimension",0.479,6.232553608782623e-57,-0.479,5183
446,DN_OutlierInclude_n_001_stdrfexprmse,"distribution,outliers",0.479,1.3383203431529655e-58,0.479,3365
447,CO_AddNoise_ac_std1_10_fitexpr2,"correlation,AMI,entropy",0.479,1.2955465322348814e-58,0.479,1254
448,MF_StateSpace_n4sid_3_05_1_maxonmean,model,0.478,2.529822939086258e-58,0.478,7171
449,HT_DistributionTest_ks_beta,"hypothesistest,distribution,ks,raw",0.478,3.6729592364158144e-58,-0.478,1013
450,MF_StateSpace_n4sid_2_05_1_acsnd0,model,0.477,5.24249349400679e-58,0.477,7139
451,WL_coeffs_db3_2_wb75m,wavelet,0.477,5.429263883041378e-58,-0.477,6503
452,FC_LocalSimple_mean1_swm,forecasting,0.477,6.378598514821952e-58,-0.477,3052
453,SY_SlidingWindow_lil_ent5_1,stationarity,0.477,7.246743204205685e-58,0.477,714
454,MF_armax_3_1_05_1_acsnd0,model,0.476,1.3267241488214162e-57,0.476,7251
455,NL_MS_nlpe_3_ac_acsnd0,"nonlinear,prediction,model",0.476,4.7935614207846854e-57,0.476,6705
456,SY_TISEAN_nstat_z_5_1_3_minupper,"nonlinear,tisean,model,stationarity",0.476,1.85972459218002e-57,-0.476,4873
457,CO_Embed2_Shapes_tau_circle_1_mode_val,"correlation,embedding",0.476,9.362284476340695e-58,-0.476,2047
458,CO_StickAngles_y_statav5_all_m,"correlation,stationarity",0.476,1.1287048724828055e-57,-0.476,1939
459,MF_CompareTestSets_y_ss_best_uniform_25_01_1_ac1s_iqr,"model,prediction,stationarity",0.475,2.581862770577311e-57,-0.475,7041
460,MF_CompareTestSets_y_ar_best_uniform_25_01_1_stdrats_iqr,"model,prediction,arfit,stationarity",0.475,1.934405922195121e-57,-0.475,7029
461,SY_SlidingWindow_lil_s5_10,stationarity,0.475,2.0599324049735158e-57,-0.475,702
462,SY_TISEAN_nstat_z_5_1_3_mean,"nonlinear,tisean,model,stationarity",0.474,4.806224858653087e-57,-0.474,4865
463,SC_FluctAnal_2_nothing_50_logi_prop_r1,scaling,0.474,4.768375654294837e-57,0.474,3952
464,NL_TISEAN_fnn_1_10_005_nHood2_3,"nonlinear,dimension,tisean",0.473,4.058635626737711e-56,-0.473,4813
465,SY_SlidingWindow_lil_ent5_10,stationarity,0.473,5.890782838020465e-57,0.473,716
466,SY_SlidingWindow_lil_ent5_2,stationarity,0.473,8.691749158401163e-57,0.473,715
467,SY_TISEAN_nstat_z_5_1_3_minlower,"nonlinear,tisean,model,stationarity",0.472,1.521979875325388e-56,-0.472,4872
468,MF_armax_2_2_05_1_acsnd0,model,0.471,1.8968397144084908e-56,0.471,7317
